SELECT count(*) FROM singer
SELECT COUNT(*) FROM singer;
SELECT COUNT(*) FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode WHERE a.City = 'Aberdeen';
SELECT COUNT(*) FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode WHERE a.City = 'Aberdeen';
SELECT COUNT(*) FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode WHERE a.City = 'Aberdeen';
SELECT COUNT(*) FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode WHERE a.City = 'Aberdeen';
SELECT COUNT(*) FROM flights AS f JOIN airports AS sa ON f.SourceAirport = sa.AirportCode JOIN airports AS da ON f.DestAirport = da.AirportCode WHERE sa.City = 'Aberdeen' AND da.City = 'Ashley';
SELECT COUNT(*) FROM flights AS f JOIN airports AS sa ON f.SourceAirport = sa.AirportCode JOIN airports AS da ON f.DestAirport = da.AirportCode WHERE sa.City = 'Aberdeen' AND da.City = 'Ashley';
SELECT COUNT(*) FROM flights WHERE Airline = (SELECT uid FROM airlines WHERE Airline = 'JetBlue Airways')
SELECT COUNT(*) FROM airlines AS a JOIN flights AS f ON a.uid = f.Airline WHERE a.Airline = 'JetBlue Airways';
SELECT COUNT(*) FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode OR f.DestAirport = a.AirportCode WHERE f.Airline = ( SELECT uid FROM airlines WHERE Airline = 'United Airlines' ) AND a.AirportName = 'ASY';
SELECT COUNT(*) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE Airline = 1 AND DestAirport = 'ASY';
SELECT COUNT(*) FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode WHERE f.Airline = (SELECT uid FROM airlines WHERE Airline = 'United Airlines') AND a.AirportName = 'AHD';
SELECT COUNT(*) FROM flights AS f JOIN airlines AS a ON f.Airline = a.uid WHERE a.Airline = 'United Airlines' AND f.SourceAirport = 'AHD';
SELECT COUNT(*) FROM flights AS f JOIN airports AS a ON f.SourceAirport = a.AirportCode OR f.DestAirport = a.AirportCode JOIN airlines AS al ON f.Airline = al.uid WHERE al.Airline = 'United Airlines' AND a.City = 'Aberdeen';
SELECT COUNT(*) FROM flights WHERE Airline = "United Airlines" AND DestAirport = "Aberdeen";
SELECT a.City, COUNT(f.SourceAirport) + COUNT(f.DestAirport) AS TotalFlights FROM flights f JOIN airports a ON f.SourceAirport = a.AirportCode OR f.DestAirport = a.AirportCode GROUP BY a.City ORDER BY TotalFlights DESC;
SELECT a.City, COUNT(f.SourceAirport) AS Frequency FROM flights f JOIN airports a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY Frequency DESC;
SELECT a.City, COUNT(f.SourceAirport) as DepartureCount FROM flights f JOIN airports a ON f.SourceAirport = a.AirportCode GROUP BY a.City ORDER BY DepartureCount DESC LIMIT 1;
SELECT SourceAirport, COUNT(*) as Frequency FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode GROUP BY SourceAirport ORDER BY Frequency DESC;
SELECT SourceAirport, COUNT(*) as FlightCount FROM flights GROUP BY SourceAirport ORDER BY FlightCount DESC LIMIT 1;
SELECT SourceAirport AS AirportCode FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) DESC LIMIT 1;
SELECT AirportCode FROM airports JOIN flights ON airports.AirportCode = flights.SourceAirport OR airports.AirportCode = flights.DestAirport GROUP BY AirportCode ORDER BY COUNT(*) ASC LIMIT 1;
SELECT AirportCode FROM airports WHERE AirportCode IN ( SELECT SourceAirport FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) ASC LIMIT 1 )
SELECT Airline, COUNT(*) AS FlightCount FROM flights GROUP BY Airline ORDER BY FlightCount DESC LIMIT 1;
SELECT Airline, COUNT(*) AS FlightCount FROM flights JOIN airlines ON flights.Airline = airlines.uid GROUP BY Airline ORDER BY FlightCount DESC;
SELECT A.Abbreviation, A.Country FROM airlines AS A JOIN ( SELECT Airline, COUNT(*) as FlightCount FROM flights GROUP BY Airline ) AS F ON A.uid = F.Airline WHERE F.FlightCount = ( SELECT MIN(FlightCount) FROM ( SELECT Airline, COUNT(*) as FlightCount FROM flights GROUP BY Airline ) );
SELECT A.Abbreviation, A.Country FROM airlines A JOIN ( SELECT Airline, COUNT(*) as FlightCount FROM flights GROUP BY Airline ) F ON A.uid = F.Airline WHERE F.FlightCount = ( SELECT MIN(FlightCount) FROM ( SELECT Airline, COUNT(*) as FlightCount FROM flights GROUP BY Airline ) );
SELECT DISTINCT T2.Airline FROM airports AS T1 JOIN flights AS T2 ON T1.AirportCode = T2.SourceAirport JOIN airlines AS T3 ON T2.Airline = T3.uid WHERE T1.AirportName = 'AHD';
SELECT DISTINCT T2.Airline FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid WHERE T1.SourceAirport = 'AHD';
SELECT DISTINCT T2.Airline FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid WHERE T1.DestAirport = 'AHD';
SELECT DISTINCT T2.Airline FROM flights AS T1 JOIN airlines AS T2 ON T1.Airline = T2.uid WHERE T1.DestAirport = 'AHD';
SELECT DISTINCT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport IN ('APG', 'CVO') OR T2.DestAirport IN ('APG', 'CVO');
SELECT DISTINCT A.Abbreviation FROM airlines AS A JOIN flights AS F ON A.uid = F.Airline WHERE F.SourceAirport IN ('APG', 'CVO')
SELECT DISTINCT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'CVO' AND T2.SourceAirport NOT IN (SELECT SourceAirport FROM flights WHERE DestAirport = 'APG');
SELECT DISTINCT T1.Airline FROM airlines AS T1 JOIN flights AS T2 ON T1.uid = T2.Airline WHERE T2.SourceAirport = 'CVO' AND T2.DestAirport != 'APG'
SELECT A.Airline FROM AIRLINES A JOIN ( SELECT Airline, COUNT(*) as FlightCount FROM FLIGHTS GROUP BY Airline ) F ON A.uid = F.Airline WHERE F.FlightCount >= 10;
SELECT A.Airline FROM AIRLINES A JOIN FLIGHTS F ON A.uid = F.Airline GROUP BY A.Airline HAVING COUNT(F.FlightNo) >= 10;
SELECT A.Airline FROM AIRLINES A JOIN ( SELECT Airline, COUNT(*) as FlightCount FROM FLIGHTS GROUP BY Airline ) F ON A.uid = F.Airline WHERE F.FlightCount < 200;
SELECT Airline FROM AIRLINES WHERE uid IN ( SELECT Airline FROM flights GROUP BY Airline HAVING COUNT(*) < 200 )
SELECT FlightNo FROM flights WHERE Airline = 'United Airlines';
SELECT DISTINCT FlightNo FROM flights WHERE Airline = (SELECT uid FROM airlines WHERE Airline = 'United Airlines');
SELECT FlightNo FROM flights WHERE SourceAirport = 'APG';
SELECT FlightNo FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.AirportName = 'APG';
SELECT AirportCode FROM airports WHERE AirportName = 'APG';
SELECT FlightNo FROM flights WHERE DestAirport = 'APG';
SELECT FlightNo FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';
SELECT DISTINCT FlightNo FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City = 'Aberdeen';
SELECT DISTINCT FlightNo FROM flights WHERE SourceAirport IN ( SELECT AirportCode FROM airports WHERE City = 'Aberdeen' );
SELECT AirportCode FROM airports WHERE City = 'Aberdeen';
SELECT COUNT(*) FROM airports AS a JOIN flights AS f ON a.AirportCode = f.SourceAirport WHERE a.City IN ('Aberdeen', 'Abilene');
SELECT COUNT(DestAirport) FROM flights JOIN airports ON flights.SourceAirport = airports.AirportCode WHERE airports.City IN ('Aberdeen', 'Abilene');
SELECT A1.AirportName FROM airports A1 LEFT JOIN flights F ON A1.AirportCode = F.SourceAirport OR A1.AirportCode = F.DestAirport WHERE F.Airline IS NULL;
SELECT A.AirportCode, A.City, A.Country, A.CountryAbbrev FROM airports A LEFT JOIN flights F ON A.AirportCode = F.SourceAirport OR A.AirportCode = F.DestAirport WHERE F.Airline IS NULL;
SELECT COUNT(*) FROM employee;
SELECT COUNT(*) FROM employee;
SELECT Name FROM employee ORDER BY Age ASC;
SELECT Name, Age FROM employee ORDER BY Age ASC;
SELECT City, COUNT(*) as Number_of_Employees FROM employee GROUP BY City;
SELECT City, COUNT(*) as Employee_Count FROM employee GROUP BY City;
SELECT City FROM employee e1 WHERE Age < 30 GROUP BY City HAVING COUNT(*) > 1;
SELECT City, COUNT(*) FROM employee e1 JOIN employee e2 ON e1.City = e2.City AND e1.Age < 30 AND e2.Age < 30 GROUP BY City HAVING COUNT(*) > 1;
SELECT Location, COUNT(*) as Number_of_shops FROM shop GROUP BY Location;
SELECT Location, COUNT(*) AS Number_of_shops FROM shop GROUP BY Location;
SELECT T1.Manager_name, T1.District FROM shop AS T1 WHERE (T1.Number_products) = ( SELECT MAX(Number_products) FROM shop );
SELECT Manager_name, District FROM shop WHERE Number_products = ( SELECT MAX(Number_products) FROM shop );
SELECT MIN(Number_products), MAX(Number_products) FROM shop;
SELECT MIN(Number_products), MAX(Number_products) FROM shop;
SELECT Name, Location, District FROM shop ORDER BY Number_products DESC;
SELECT Name, Location, District FROM shop ORDER BY Number_products DESC;
SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop);
SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop);
SELECT e.Name, COUNT(e2.Employee_ID) as Total_Awards FROM employee e JOIN evaluation e2 ON e.Employee_ID = e2.Employee_ID GROUP BY e.Name ORDER BY Total_Awards DESC LIMIT 1;
SELECT e.Name, COUNT(ea.Employee_ID) AS Max_Awards FROM employee e JOIN evaluation ea ON e.Employee_ID = ea.Employee_ID GROUP BY e.Name ORDER BY Max_Awards DESC LIMIT 1;
SELECT Name FROM employee WHERE Employee_ID IN ( SELECT Employee_ID FROM evaluation WHERE Bonus = (SELECT MAX(Bonus) FROM evaluation) );
SELECT Name FROM employee WHERE Employee_ID IN ( SELECT Employee_ID FROM evaluation ORDER BY Bonus DESC LIMIT 1 )
SELECT e.Name FROM employee e LEFT JOIN evaluation ev ON e.Employee_ID = ev.Employee_ID WHERE ev.Employee_ID IS NULL;
SELECT e.Name FROM employee e LEFT JOIN evaluation ev ON e.Employee_ID = ev.Employee_ID WHERE ev.Employee_ID IS NULL;
SELECT s.Name, COUNT(h.Employee_ID) as Total_Employees FROM shop s JOIN hiring h ON s.Shop_ID = h.Shop_ID GROUP BY s.Shop_ID, s.Name ORDER BY Total_Employees DESC LIMIT 1;
SELECT T2.Name FROM hiring AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T2.Shop_ID ORDER BY COUNT(T1.Employee_ID) DESC LIMIT 1;
SELECT s.Name FROM shop s LEFT JOIN hiring h ON s.Shop_ID = h.Shop_ID WHERE h.Shop_ID IS NULL;
SELECT s.Name FROM shop s LEFT JOIN hiring h ON s.Shop_ID = h.Shop_ID WHERE h.Shop_ID IS NULL;
SELECT s.Name AS Shop_Name, COUNT(h.Employee_ID) AS Number_of_Employees FROM hiring h JOIN shop s ON h.Shop_ID = s.Shop_ID GROUP BY s.Name;
SELECT s.Name AS Shop_Name, COUNT(h.Employee_ID) AS Number_of_Employees FROM shop s JOIN hiring h ON s.Shop_ID = h.Shop_ID GROUP BY s.Name;
SELECT SUM(Bonus) FROM evaluation;
SELECT SUM(Bonus) FROM evaluation;
SELECT * FROM hiring;
SELECT * FROM hiring;
SELECT T1.District FROM shop AS T1 JOIN shop AS T2 ON T1.District = T2.District WHERE T1.Number_products < 3000 AND T2.Number_products > 10000;
SELECT DISTINCT T2.District FROM shop AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE (T1.Number_products < 3000 AND T2.Number_products > 10000);
SELECT COUNT(DISTINCT Location) FROM shop;
SELECT COUNT(DISTINCT Location) FROM shop;
SELECT COUNT(*) FROM Documents;
SELECT COUNT(*) FROM Documents;
SELECT Document_ID, Document_Name, Document_Description FROM Documents;
SELECT D.Document_ID, D.Document_Name, D.Document_Description, T.Template_ID AS Template_ID, T.Version_Number AS Version_Number, TT.Template_Type_Code AS Template_Type_Code, TT.Template_Type_Description AS Template_Type_Description FROM Documents D JOIN Templates T ON D.Template_ID = T.Template_ID JOIN Ref_Template_Types TT ON T.Template_Type_Code = TT.Template_Type_Code;
SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%'
SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%'
SELECT D.Document_ID, T.Template_ID, D.Document_Description FROM Documents D JOIN Templates T ON D.Template_ID = T.Template_ID WHERE D.Document_Name = 'Robbin CV';
SELECT d.Document_ID, t.Template_ID, d.Document_Description FROM Documents d JOIN Templates t ON d.Template_ID = t.Template_ID WHERE d.Document_Name = 'Robbin CV';
SELECT COUNT(DISTINCT T.Template_ID) FROM Documents D JOIN Templates T ON D.Template_ID = T.Template_ID;
SELECT COUNT(DISTINCT Template_ID) FROM Documents;
SELECT COUNT(DISTINCT d.Document_ID) FROM Documents d JOIN Templates t ON d.Template_ID = t.Template_ID WHERE t.Template_Type_Code = 'PPT';
SELECT COUNT(*) FROM Documents JOIN Templates ON Documents.Template_ID = Templates.Template_ID WHERE Templates.Template_Type_Code = 'PPT';
SELECT T.Template_ID, COUNT(D.Document_ID) AS Num_Documents FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID;
SELECT T.Template_ID, COUNT(D.Document_ID) AS Count FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID;
SELECT T.Template_ID, TT.Template_Type_Code FROM Templates T JOIN Ref_Template_Types TT ON T.Template_Type_Code = TT.Template_Type_Code WHERE (T.Template_ID, TT.Template_Type_Code) IN ( SELECT Template_ID, Template_Type_Code FROM Templates GROUP BY Template_ID, Template_Type_Code HAVING COUNT(*) = (SELECT MAX(Document_Count) FROM ( SELECT T.Template_ID, COUNT(D.D.Document_ID) AS Document_Count FROM Documents D JOIN Templates T ON D.Template_ID = T.Template_ID GROUP BY T.Template_ID ) AS SubQuery) )
SELECT T.Template_Type_Code, COUNT(D.Document_ID) AS Count FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_Type_Code ORDER BY Count DESC LIMIT 1;
SELECT T.Template_ID FROM Templates T WHERE T.Template_ID IN ( SELECT D.Template_ID FROM Documents D GROUP BY D.Template_ID HAVING COUNT(D.Document_ID) > 1 )
SELECT DISTINCT T.Template_ID FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID HAVING COUNT(D.Document_ID) > 1;
SELECT T.Template_ID FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID WHERE D.Document_ID IS NULL;
SELECT T.Template_ID FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID WHERE D.Document_ID IS NULL;
SELECT COUNT(*) FROM Templates;
SELECT COUNT(*) FROM Templates;
SELECT T.Template_ID, T.Version_Number, TT.Template_Type_Code FROM Templates T JOIN Ref_Template_Types TT ON T.Template_Type_Code = TT.Template_Type_Code;
SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates;
SELECT DISTINCT Template_Type_Code FROM Templates;
SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types;
SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT');
SELECT Template_ID FROM Templates WHERE Template_Type_Code IN ('PP', 'PPT');
SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV';
SELECT COUNT(Template_ID) FROM Templates JOIN Ref_Template_Types ON Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code WHERE Ref_Template_Types.Template_Type_Description = 'CV';
SELECT Version_Number, Template_Type_Code FROM Templates WHERE Version_Number > 5;
SELECT Version_Number, Template_Type_Code FROM Templates WHERE Version_Number > 5;
SELECT rt.Template_Type_Code, COUNT(t.Template_ID) AS Number_Of_Templates FROM Ref_Template_Types rt JOIN Templates t ON rt.Template_Type_Code = t.Template_Type_Code GROUP BY rt.Template_Type_Code;
SELECT rt.Template_Type_Code, COUNT(t.Template_ID) AS Num_Templates FROM Templates t JOIN Ref_Template_Types rt ON t.Template_Type_Code = rt.Template_Type_Code GROUP BY rt.Template_Type_Code;
SELECT Template_Type_Code, COUNT(*) as Count FROM Templates GROUP BY Template_Type_Code ORDER BY Count DESC LIMIT 1;
SELECT TTT.Template_Type_Code, COUNT(TT.Template_ID) AS Count FROM Templates TT JOIN Ref_Template_Types TTT ON TT.Template_Type_Code = TTT.Template_Type_Code GROUP BY TTT.Template_Type_Code ORDER BY Count DESC LIMIT 1;
SELECT DISTINCT TTT.Template_Type_Code FROM Templates T JOIN Ref_Template_Types TTT ON T.Template_Type_Code = TTT.Template_Type_Code GROUP BY TTT.Template_Type_Code HAVING COUNT(T.Template_ID) < 3;
SELECT DISTINCT TTT.Template_Type_Code FROM Ref_Template_Types TTT WHERE TTT.Template_Type_Code NOT IN ( SELECT TT.Template_Type_Code FROM Templates TT GROUP BY TT.Template_Type_Code HAVING COUNT(TT.Template_ID) >= 3 );
SELECT MIN(T.Version_Number), T.Template_Type_Code FROM Templates T JOIN Ref_Template_Types RT ON T.Template_Type_Code = RT.Template_Type_Code;
SELECT MIN(T.Version_Number), T.Template_Type_Code FROM Templates T GROUP BY T.Template_Type_Code;
SELECT T.Template_Type_Code FROM Documents D JOIN Templates T ON D.Template_ID = T.Template_ID WHERE D.Document_Name = 'Data base';
SELECT T.Template_Type_Code FROM Templates AS T JOIN Documents AS D ON T.Template_ID = D.Template_ID WHERE D.Document_Name = 'Data base';
SELECT Document_Name FROM Documents WHERE Template_ID IN ( SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'BK' );
SELECT Document_Name FROM Documents WHERE Template_ID IN ( SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'BK' );
SELECT rt.Template_Type_Code, COUNT(DISTINCT d.Document_ID) AS Num_Documents FROM Documents d JOIN Templates t ON d.Template_ID = t.Template_ID JOIN Ref_Template_Types rt ON t.Template_Type_Code = rt.Template_Type_Code GROUP BY rt.Template_Type_Code;
SELECT T.Template_Type_Code, COUNT(D.Document_ID) AS Num_Documents FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_Type_Code;
SELECT T.Template_Type_Code, COUNT(D.Document_ID) AS Total_Documents FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_Type_Code ORDER BY Total_Documents DESC LIMIT 1;
SELECT T.Template_Type_Code FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID GROUP BY T.Template_Type_Code ORDER BY COUNT(D.Document_ID) DESC LIMIT 1;
SELECT DISTINCT T.Template_Type_Code FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID WHERE D.Document_ID IS NULL;
SELECT DISTINCT T.Template_Type_Code FROM Templates T LEFT JOIN Documents D ON T.Template_ID = D.Template_ID WHERE D.Document_ID IS NULL;
SELECT Template_Type_Code, Template_Type_Description FROM Ref_Template_Types;
SELECT Template_Type_Code, Template_Type_Description FROM Ref_Template_Types;
SELECT T2.Template_Type_Description FROM Templates AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code = T2.Template_Type_Code WHERE T1.Template_Type_Code = 'AD';
SELECT T2.Template_Type_Description FROM Templates AS T1 JOIN Ref_Template_Types AS T2 ON T1.Template_Type_Code = T2.Template_Type_Code WHERE T1.Template_Type_Code = 'AD';
SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Book';
SELECT T.Template_Type_Code FROM Ref_Template_Types AS T WHERE T.Template_Type_Description = 'Book';
SELECT DISTINCT TTT.Template_Type_Description FROM Ref_Template_Types TTT JOIN Templates TT ON TTT.Template_Type_Code = TT.Template_Type_Code WHERE TT.Template_ID IN (SELECT Template_ID FROM Documents)
SELECT DISTINCT T.Template_Details FROM Templates T JOIN Documents D ON T.Template_ID = D.Template_ID;
SELECT T.Template_ID FROM Templates T JOIN Ref_Template_Types RT ON T.Template_Type_Code = RT.Template_Type_Code WHERE RT.Template_Type_Description = 'Presentation';
SELECT T.Template_ID FROM Templates T JOIN Ref_Template_Types RT ON T.Template_Type_Code = RT.Template_Type_Code WHERE RT.Template_Type_Description = 'Presentation';
SELECT COUNT(*) FROM Paragraphs p JOIN Documents d ON p.Document_ID = d.Document_ID;
SELECT COUNT(*) FROM Paragraphs;
SELECT COUNT(*) FROM Paragraphs p JOIN Documents d ON p.Document_ID = d.Document_ID WHERE d.Document_Name = 'Summer Show';
SELECT COUNT(*) FROM Paragraphs p JOIN Documents d ON p.Document_ID = d.Document_ID WHERE d.Document_Name = 'Summer Show';
SELECT * FROM Paragraphs WHERE Paragraph_Text = 'Korea ';
SELECT Other_Details FROM Paragraphs WHERE Paragraph_Text = 'Korea '
SELECT p.Paragraph_ID, p.Paragraph_Text FROM Paragraphs p JOIN Documents d ON p.Document_ID = d.Document_ID WHERE d.Document_Name = 'Welcome to NY';
SELECT p.Paragraph_ID, p.Paragraph_Text FROM Paragraphs p JOIN Documents d ON p.Document_ID = d.Document_ID WHERE d.Document_Name = 'Welcome to NY';
SELECT p.Paragraph_Text FROM Paragraphs p JOIN Documents d ON p.Document_ID = d.Document_ID WHERE d.Document_Name = 'Customer reviews';
SELECT Paragraph_Text FROM Paragraphs JOIN Documents ON Paragraphs.Document_ID = Documents.Document_ID WHERE Documents.Document_Name = 'Customer reviews';
SELECT D.Document_ID, COUNT(P.Paragraph_ID) AS Num_Paragraphs FROM Documents D JOIN Paragraphs P ON D.Document_ID = P.Document_ID GROUP BY D.Document_ID ORDER BY D.Document_ID;
SELECT D.Document_ID, COUNT(P.Paragraph_ID) AS Num_Paragraphs FROM Documents D JOIN Paragraphs P ON D.Document_ID = P.Document_ID GROUP BY D.Document_ID ORDER BY D.Document_ID;
SELECT D.Document_ID, D.Document_Name, COUNT(P.Paragraph_ID) AS Num_Paragraphs FROM Documents D JOIN Paragraphs P ON D.Document_ID = P.Document_ID GROUP BY D.Document_ID, D.Document_Name;
SELECT D.Document_ID, D.Document_Name, COUNT(P.Paragraph_ID) AS Number_Of_Paragraphs FROM Documents D JOIN Paragraphs P ON D.Document_ID = P.Document_ID GROUP BY D.Document_ID, D.Document_Name;
SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(Document_ID) >= 2;
SELECT Document_ID FROM Documents WHERE Document_ID IN ( SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2 )
SELECT Document_ID, Document_Name, ( SELECT COUNT(*) FROM Paragraphs WHERE Documents.Document_ID = Paragraphs.Document_ID ) AS Num_Paragraphs FROM Documents ORDER BY Num_Paragraphs DESC LIMIT 1;
SELECT d.Document_ID, d.Document_Name FROM Documents d JOIN ( SELECT Document_ID, COUNT(*) as Paragraph_Count FROM Paragraphs GROUP BY Document_ID ) p ON d.Document_ID = p.Document_ID WHERE p.Paragraph_Count = (SELECT MAX(Paragraph_Count) FROM ( SELECT Document_ID, COUNT(*) as Paragraph_Count FROM Paragraphs GROUP BY Document_ID ))
SELECT Document_ID FROM Paragraphs GROUP BY Document_ID ORDER BY COUNT(*) ASC LIMIT 1;
SELECT Document_ID FROM Documents d JOIN Paragraphs p ON d.Document_ID = p.Document_ID GROUP BY Document_ID ORDER BY COUNT(p.Paragraph_ID) ASC LIMIT 1;
SELECT COUNT(DISTINCT Document_ID) FROM Paragraphs WHERE Paragraph_ID BETWEEN 1 AND 2;
SELECT Document_ID FROM Documents WHERE Document_ID IN ( SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(DISTINCT Paragraph_ID) = 2 )
SELECT D.Document_ID, P.Paragraph_Text FROM Paragraphs P JOIN Documents D ON P.Document_ID = D.Document_ID WHERE P.Paragraph_Text IN ('Brazil', 'Ireland');
SELECT DISTINCT Document_ID FROM Paragraphs p JOIN Documents d ON p.Document_ID = d.Document_ID WHERE p.Paragraph_Text LIKE '%Brazil%' OR p.Paragraph_Text LIKE '%Ireland%'
SELECT count(*) FROM teacher;
SELECT COUNT(*) FROM teacher;
SELECT Name FROM teacher ORDER BY Age ASC;
SELECT Name FROM teacher ORDER BY Age ASC;
SELECT Age, Hometown FROM teacher;
SELECT Age, Hometown FROM teacher;
SELECT Name FROM teacher WHERE Hometown != 'Little Lever Urban District';
SELECT Name FROM teacher WHERE Hometown != 'Little Lever Urban District';
SELECT Name FROM teacher WHERE Age = '32' OR Age = '33';
SELECT Name FROM teacher WHERE Age = '32' OR Age = '33';
SELECT T2.Hometown FROM (SELECT MIN(Age) AS MinAge FROM teacher) AS T1 JOIN teacher AS T2 ON T2.Age = T1.MinAge;
SELECT Hometown FROM teacher WHERE Age = ( SELECT MIN(Age) FROM teacher );
SELECT Hometown, COUNT(*) as Number_of_Teachers FROM teacher GROUP BY Hometown;
SELECT Hometown, COUNT(*) AS Number_of_Teachers FROM teacher GROUP BY Hometown;
SELECT Hometown, COUNT(*) as Count FROM teacher GROUP BY Hometown ORDER BY Count DESC;
SELECT Hometown, COUNT(*) as Count FROM teacher GROUP BY Hometown ORDER BY Count DESC;
SELECT Hometown FROM teacher GROUP BY Hometown HAVING COUNT(*) > 1;
SELECT Hometown, COUNT(*) as Count FROM teacher GROUP BY Hometown HAVING COUNT(*) >= 2;
SELECT T.Name, C.Course FROM teacher AS T JOIN course_arrange AS CA ON T.Teacher_ID = CA.Teacher_ID JOIN course AS C ON CA.Course_ID = C.Course_ID;
SELECT T.Name, C.Course FROM course_arrange CA JOIN teacher T ON CA.Teacher_ID = T.Teacher_ID JOIN course C ON CA.Course_ID = C.Course_ID;
SELECT T.Name, C.Course FROM teacher AS T JOIN course_arrange AS CA ON T.Teacher_ID = CA.Teacher_ID JOIN course AS C ON CA.Course_ID = C.Course_ID ORDER BY T.Name ASC;
SELECT T.Name, C.Course FROM course_arrange CA JOIN teacher T ON CA.Teacher_ID = T.Teacher_ID JOIN course C ON CA.Course_ID = C.Course_ID ORDER BY T.Name ASC;
SELECT T.Name FROM course C JOIN course_arrange CA ON C.Course_ID = CA.Course_ID JOIN teacher T ON CA.Teacher_ID = T.Teacher_ID WHERE C."Course" = 'Math';
SELECT T.Name FROM teacher AS T JOIN course_arrange AS CA ON T.Teacher_ID = CA.Teacher_ID JOIN course AS C ON CA.Course_ID = C.Course_ID WHERE C."Course" = 'Math'
SELECT T.Name, COUNT(CA.Course_ID) AS Number_of_Courses FROM teacher T JOIN course_arrange CA ON T.Teacher_ID = CA.Teacher_ID GROUP BY T.Name;
SELECT t.Name, COUNT(ca.Course_ID) AS Num_Courses FROM teacher t JOIN course_arrange ca ON t.Teacher_ID = ca.Teacher_ID GROUP BY t.Name;
SELECT Name, COUNT(DISTINCT Course_ID) as num_courses FROM course_arrange JOIN teacher ON course_arrange.Teacher_ID = teacher.Teacher_ID GROUP BY Name HAVING COUNT(DISTINCT Course_ID) >= 2;
SELECT T.Name, COUNT(DISTINCT CA.Course_ID) as num_courses FROM teacher T JOIN course_arrange CA ON T.Teacher_ID = CA.Teacher_ID GROUP BY T.Name HAVING COUNT(DISTINCT CA.Course_ID) >= 2;
SELECT Name FROM teacher WHERE Teacher_ID NOT IN (SELECT Teacher_ID FROM course_arrange);
SELECT Name FROM teacher WHERE Teacher_ID NOT IN ( SELECT Teacher_ID FROM course_arrange );
SELECT COUNT(*) FROM visitor WHERE Age < 30;
SELECT Name FROM visitor WHERE Level_of_membership > 4 ORDER BY Level_of_membership DESC;
SELECT AVG(age) FROM visitor WHERE Level_of_membership <= 4;
