SELECT COUNT(*) FROM singer;
SELECT City FROM airports WHERE AirportCode IN ( SELECT SourceAirport FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) DESC LIMIT 1 ); **Explanation:** 1. **Subquery:** - `SELECT SourceAirport FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) DESC LIMIT 1`: This subquery finds the airport code that appears most frequently as a source airport in the `flights` table. It groups flights by source airport, counts the occurrences of each airport, orders the results in descending order of count, and then takes the top result (the most frequent source airport). 2. **Main Query:** - `SELECT City FROM airports WHERE AirportCode IN (...)`: This main query selects the city from the `airports` table where the `AirportCode` matches the most frequent source airport code identified in the subquery. This query effectively identifies the city associated with the most frequently used source airport.
SELECT SourceAirport FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) DESC LIMIT 1;
SELECT SourceAirport FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) DESC LIMIT 1;
SELECT AirportCode FROM airports WHERE AirportCode IN ( SELECT SourceAirport FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) ASC LIMIT 1 ) UNION SELECT AirportCode FROM airports WHERE AirportCode IN ( SELECT DestAirport FROM flights GROUP BY DestAirport ORDER BY COUNT(*) ASC LIMIT 1 ); **Explanation:** 1. **Subqueries:** The query uses two subqueries to find the airport codes with the fewest flights for both source and destination airports. 2. **`GROUP BY` and `COUNT(*)`:** The subqueries group flights by source and destination airports and count the number of flights for each airport. 3. **`ORDER BY COUNT(*) ASC`:** The subqueries order the results in ascending order of flight count, so the airport with the fewest flights appears first. 4. **`LIMIT 1`:** The subqueries only return the first row, which is the airport with the fewest flights. 5. **`UNION`:** The `UNION` operator combines the results of the two subqueries, ensuring that the query returns the airport code with the fewest flights regardless of whether it's a source or destination airport. This query will return the code of the airport that has the fewest number of flights, considering both source and destination airports.
SELECT AirportCode FROM airports WHERE AirportCode IN ( SELECT SourceAirport FROM flights GROUP BY SourceAirport ORDER BY COUNT(*) ASC LIMIT 1 ) UNION SELECT AirportCode FROM airports WHERE AirportCode IN ( SELECT DestAirport FROM flights GROUP BY DestAirport ORDER BY COUNT(*) ASC LIMIT 1 ); **Explanation:** 1. **Subqueries:** The query uses two subqueries to find the airports with the least number of flights as source and destination airports separately. 2. **`GROUP BY` and `COUNT(*)`:** The subqueries group flights by their source and destination airports and count the number of flights for each airport. 3. **`ORDER BY COUNT(*) ASC`:** The subqueries order the results in ascending order of the flight count, so the airport with the least flights appears first. 4. **`LIMIT 1`:** The subqueries select only the first row, which corresponds to the airport with the least flights. 5. **`UNION`:** The `UNION` operator combines the results of the two subqueries, ensuring that the airport with the least flights, regardless of whether it's a source or destination airport, is included in the final result. 6. **`SELECT AirportCode`:** The final query selects the `AirportCode` of the airport with the least flights. This query will return the code of the airport with the least number of flights, considering both source and destination airports.
SELECT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.Airline ORDER BY COUNT(*) DESC LIMIT 1; **Explanation:** 1. **JOIN:** We join the `airlines` and `flights` tables on the `Airline` column to link airlines with their flights. 2. **GROUP BY:** We group the results by `a.Airline` to count flights for each airline. 3. **COUNT(*) DESC:** We count the number of flights for each airline using `COUNT(*)` and order the results in descending order to find the airline with the most flights. 4. **LIMIT 1:** We limit the result to the top 1 row, which will be the airline with the most flights.
SELECT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.Airline ORDER BY COUNT(*) DESC LIMIT 1; **Explanation:** 1. **`SELECT a.Airline`**: This selects the `Airline` column from the `airlines` table (aliased as `a`). 2. **`FROM airlines a JOIN flights f ON a.uid = f.Airline`**: This joins the `airlines` and `flights` tables based on the `uid` column in `airlines` and the `Airline` column in `flights`. 3. **`GROUP BY a.Airline`**: This groups the results by the `Airline` column. 4. **`ORDER BY COUNT(*) DESC`**: This orders the results in descending order based on the count of flights for each airline. 5. **`LIMIT 1`**: This limits the result to the top 1 row, which represents the airline with the most flights.
SELECT a.Abbreviation, a.Country FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.uid ORDER BY COUNT(f.FlightNo) ASC LIMIT 1; **Explanation:** 1. **JOIN:** We join the `airlines` and `flights` tables on the `Airline` column to link airlines with their flights. 2. **GROUP BY:** We group the results by `a.uid` (airline ID) to count flights for each airline. 3. **COUNT(f.FlightNo):** We count the number of flights for each airline using `COUNT(f.FlightNo)`. 4. **ORDER BY COUNT(f.FlightNo) ASC:** We order the results in ascending order of flight count to find the airline with the fewest flights. 5. **LIMIT 1:** We limit the result to the first row, which will be the airline with the fewest flights. This query will return the abbreviation and country of the airline with the fewest flights.
SELECT a.Abbreviation, a.Country FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.uid ORDER BY COUNT(f.FlightNo) ASC LIMIT 1; **Explanation:** 1. **JOIN:** We join the `airlines` and `flights` tables on the `Airline` column to link airlines with their flights. 2. **GROUP BY:** We group the results by `a.uid` (airline ID) to count flights for each airline. 3. **COUNT(f.FlightNo):** We count the number of flights for each airline using `COUNT(f.FlightNo)`. 4. **ORDER BY COUNT(f.FlightNo) ASC:** We order the results in ascending order of flight count to find the airline with the fewest flights. 5. **LIMIT 1:** We select only the first row, which represents the airline with the fewest flights. 6. **SELECT a.Abbreviation, a.Country:** We select the abbreviation and country of the airline with the fewest flights. This query will return the abbreviation and country of the airline with the fewest flights.
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.SourceAirport = 'AHD';
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.SourceAirport = 'AHD';
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.DestAirport = 'AHD';
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.DestAirport = 'AHD';
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.SourceAirport = 'APG' AND f.DestAirport = 'CVO';
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.SourceAirport = 'APG' AND f.SourceAirport = 'CVO';
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.SourceAirport = 'CVO' AND NOT EXISTS ( SELECT 1 FROM flights WHERE Airline = a.uid AND SourceAirport = 'APG' ); **Explanation:** 1. **SELECT DISTINCT a.Airline:** This selects the distinct airline names from the `airlines` table. 2. **FROM airlines a JOIN flights f ON a.uid = f.Airline:** This joins the `airlines` and `flights` tables on the `Airline` column. 3. **WHERE f.SourceAirport = 'CVO':** This filters the results to include only flights originating from airport 'CVO'. 4. **AND NOT EXISTS (SELECT 1 FROM flights WHERE Airline = a.uid AND SourceAirport = 'APG'):** This uses a subquery to check if the airline has any flights originating from airport 'APG'. If it does, the airline is excluded from the results. This query will return a list of all airlines that have flights from airport 'CVO' but not from 'APG'.
SELECT DISTINCT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline WHERE f.SourceAirport = 'CVO' AND NOT EXISTS ( SELECT 1 FROM flights WHERE Airline = a.uid AND SourceAirport = 'APG' ); **Explanation:** 1. **SELECT DISTINCT a.Airline:** This selects the distinct airline names from the `airlines` table. 2. **FROM airlines a JOIN flights f ON a.uid = f.Airline:** This joins the `airlines` and `flights` tables on the `Airline` column. 3. **WHERE f.SourceAirport = 'CVO':** This filters the results to include only flights departing from CVO airport. 4. **AND NOT EXISTS (SELECT 1 FROM flights WHERE Airline = a.uid AND SourceAirport = 'APG'):** This uses a subquery to check if the airline has any flights departing from APG airport. If there are no such flights, the `NOT EXISTS` condition is true, and the airline is included in the result. This query will return a list of airlines that have flights departing from CVO airport but not from APG airport.
SELECT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.Airline HAVING COUNT(DISTINCT f.FlightNo) >= 10; **Explanation:** 1. **SELECT a.Airline:** This selects the `Airline` column from the `airlines` table (aliased as `a`). 2. **FROM airlines a JOIN flights f ON a.uid = f.Airline:** This joins the `airlines` and `flights` tables on the `uid` column (representing the airline ID) in `airlines` and the `Airline` column in `flights`. 3. **GROUP BY a.Airline:** This groups the results by airline. 4. **HAVING COUNT(DISTINCT f.FlightNo) >= 10:** This filters the grouped results, keeping only those airlines where the count of distinct flight numbers is greater than or equal to 10. This query effectively counts the number of distinct flights for each airline and only returns the airlines with at least 10 flights.
SELECT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.Airline HAVING COUNT(DISTINCT f.FlightNo) >= 10; **Explanation:** 1. **SELECT a.Airline:** This selects the `Airline` column from the `airlines` table (aliased as `a`). 2. **FROM airlines a JOIN flights f ON a.uid = f.Airline:** This joins the `airlines` and `flights` tables based on the `uid` column in `airlines` and the `Airline` column in `flights`. 3. **GROUP BY a.Airline:** This groups the results by `Airline`. 4. **HAVING COUNT(DISTINCT f.FlightNo) >= 10:** This filters the grouped results to only include airlines that have at least 10 distinct `FlightNo` values (i.e., at least 10 flights). This query will return a list of airlines that have at least 10 flights.
SELECT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.Airline HAVING COUNT(DISTINCT f.FlightNo) < 200; **Explanation:** 1. **SELECT a.Airline:** We want to retrieve the `Airline` names from the `airlines` table. 2. **FROM airlines a JOIN flights f ON a.uid = f.Airline:** We join the `airlines` and `flights` tables on the `uid` (airline ID) column. 3. **GROUP BY a.Airline:** We group the results by airline to count flights for each airline. 4. **HAVING COUNT(DISTINCT f.FlightNo) < 200:** We filter the results to include only airlines with less than 200 distinct flight numbers. `COUNT(DISTINCT f.FlightNo)` ensures that we count each flight only once, even if it has multiple entries in the `flights` table.
SELECT a.Airline FROM airlines a JOIN flights f ON a.uid = f.Airline GROUP BY a.Airline HAVING COUNT(DISTINCT f.FlightNo) < 200; **Explanation:** 1. **SELECT a.Airline:** This selects the `Airline` column from the `airlines` table (aliased as `a`). 2. **FROM airlines a JOIN flights f ON a.uid = f.Airline:** This joins the `airlines` and `flights` tables based on the `uid` (airline ID) from `airlines` and `Airline` (airline ID) from `flights`. 3. **GROUP BY a.Airline:** This groups the results by airline. 4. **HAVING COUNT(DISTINCT f.FlightNo) < 200:** This filters the results to include only airlines that have less than 200 distinct flight numbers. `COUNT(DISTINCT f.FlightNo)` counts the number of unique flight numbers for each airline. This query will return a list of airlines that have less than 200 flights.
SELECT FlightNo FROM flights WHERE Airline = (SELECT uid FROM airlines WHERE Airline = 'United Airlines');
SELECT FlightNo FROM flights WHERE Airline = (SELECT uid FROM airlines WHERE Airline = 'United Airlines');
SELECT FlightNo FROM flights WHERE SourceAirport = 'APG';
SELECT FlightNo FROM flights WHERE SourceAirport = 'APG';
SELECT FlightNo FROM flights WHERE DestAirport = 'APG';
SELECT FlightNo FROM flights WHERE DestAirport = 'APG';
SELECT FlightNo FROM flights WHERE SourceAirport IN (SELECT AirportCode FROM airports WHERE City = 'Aberdeen');
SELECT FlightNo FROM flights WHERE SourceAirport = 'ABZ';
SELECT f.FlightNo FROM flights AS f JOIN airports AS a ON f.DestAirport = a.AirportCode WHERE a.City = 'Aberdeen';
SELECT FlightNo FROM flights WHERE DestAirport = (SELECT AirportCode FROM airports WHERE City = 'Aberdeen');
SELECT COUNT(*) FROM flights WHERE DestAirport IN ( SELECT AirportCode FROM airports WHERE City = 'Aberdeen' OR City = 'Abilene' );
SELECT COUNT(*) FROM flights WHERE DestAirport IN ( SELECT AirportCode FROM airports WHERE City = 'Aberdeen' OR City = 'Abilene' );
SELECT AirportName FROM airports WHERE AirportCode NOT IN ( SELECT SourceAirport FROM flights UNION SELECT DestAirport FROM flights ); **Explanation:** 1. **SELECT AirportName FROM airports:** This selects the `AirportName` column from the `airports` table. 2. **WHERE AirportCode NOT IN (...):** This filters the results to include only airports whose `AirportCode` is not found in the subquery. 3. **SELECT SourceAirport FROM flights UNION SELECT DestAirport FROM flights:** This subquery combines all `SourceAirport` and `DestAirport` values from the `flights` table. This effectively creates a list of all airports that have at least one flight associated with them. 4. **NOT IN:** This operator checks if the `AirportCode` from the `airports` table is present in the list of airports from the subquery. If it's not present, it means the airport has no flights in or out. This query will return the names of all airports that do not have any flights associated with them.
SELECT AirportCode FROM airports WHERE AirportCode NOT IN ( SELECT SourceAirport FROM flights UNION SELECT DestAirport FROM flights ); **Explanation:** 1. **SELECT AirportCode FROM airports:** This selects the `AirportCode` from the `airports` table. 2. **WHERE AirportCode NOT IN (...):** This filters the results to include only airports whose `AirportCode` is not found in the subquery. 3. **SELECT SourceAirport FROM flights UNION SELECT DestAirport FROM flights:** This subquery combines all `SourceAirport` and `DestAirport` values from the `flights` table. 4. **UNION:** This operator combines the results of the two `SELECT` statements, removing duplicates. This query effectively identifies airports that are not present in either the `SourceAirport` or `DestAirport` columns of the `flights` table, indicating they have no departing or arriving flights.
SELECT COUNT(*) FROM employee;
SELECT COUNT(*) AS "Number of Employees" FROM employee;
SELECT Name FROM employee ORDER BY Age ASC;
SELECT Name FROM employee ORDER BY Age ASC;
SELECT City, COUNT(*) AS EmployeeCount FROM employee GROUP BY City;
SELECT City, COUNT(*) AS EmployeeCount FROM employee GROUP BY City;
SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(*) > 1;
SELECT City FROM employee WHERE Age < 30 GROUP BY City HAVING COUNT(*) > 1;
SELECT Location, COUNT(*) AS Number_of_Shops FROM shop GROUP BY Location;
SELECT Location, COUNT(*) AS Number_of_Shops FROM shop GROUP BY Location;
SELECT Manager_name, District FROM shop WHERE Number_products = (SELECT MAX(Number_products) FROM shop);
SELECT "Manager_name", "District" FROM "shop" WHERE "Number_products" = (SELECT MAX("Number_products") FROM "shop");
SELECT MIN(Number_products), MAX(Number_products) FROM shop;
SELECT MIN(Number_products), MAX(Number_products) FROM shop;
SELECT Name, Location, District FROM shop ORDER BY Number_products DESC;
SELECT Name, Location, District FROM shop ORDER BY Number_products DESC;
SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop);
SELECT Name FROM shop WHERE Number_products > (SELECT AVG(Number_products) FROM shop);
SELECT e.Name FROM employee AS e JOIN evaluation AS ev ON e.Employee_ID = ev.Employee_ID GROUP BY e.Employee_ID ORDER BY COUNT(ev.Employee_ID) DESC LIMIT 1;
SELECT T1.Name FROM employee AS T1 INNER JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID GROUP BY T2.Employee_ID ORDER BY COUNT(T2.Employee_ID) DESC LIMIT 1;
SELECT T1.Name FROM employee AS T1 INNER JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID ORDER BY T2.Bonus DESC LIMIT 1;
SELECT T1.Name FROM employee AS T1 INNER JOIN evaluation AS T2 ON T1.Employee_ID = T2.Employee_ID ORDER BY T2.Bonus DESC LIMIT 1;
SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT Employee_ID FROM evaluation);
SELECT Name FROM employee WHERE Employee_ID NOT IN (SELECT DISTINCT Employee_ID FROM evaluation);
SELECT T2.Name FROM hiring AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY COUNT(T1.Employee_ID) DESC LIMIT 1;
SELECT T2.Name FROM hiring AS T1 JOIN shop AS T2 ON T1.Shop_ID = T2.Shop_ID GROUP BY T1.Shop_ID ORDER BY COUNT(T1.Employee_ID) DESC LIMIT 1;
SELECT Name FROM shop WHERE Shop_ID NOT IN (SELECT DISTINCT Shop_ID FROM hiring);
SELECT T1.Name FROM shop AS T1 LEFT JOIN hiring AS T2 ON T1.Shop_ID = T2.Shop_ID WHERE T2.Employee_ID IS NULL
SELECT s.Name, COUNT(h.Employee_ID) AS Number_of_Employees FROM shop AS s JOIN hiring AS h ON s.Shop_ID = h.Shop_ID GROUP BY s.Shop_ID, s.Name;
SELECT s.Name, COUNT(h.Employee_ID) AS Number_of_Employees FROM shop AS s JOIN hiring AS h ON s.Shop_ID = h.Shop_ID GROUP BY s.Shop_ID, s.Name;
SELECT SUM(Bonus) AS "Total Bonus" FROM evaluation;
SELECT SUM(Bonus) AS "Total Bonus" FROM evaluation;
SELECT * FROM hiring;
SELECT * FROM hiring;
SELECT District FROM shop WHERE Number_products < 3000 INTERSECT SELECT District FROM shop WHERE Number_products > 10000;
SELECT DISTINCT District FROM shop WHERE Number_products < 3000 INTERSECT SELECT DISTINCT District FROM shop WHERE Number_products > 10000;
SELECT COUNT(DISTINCT Location) AS "Number of Locations" FROM shop;
SELECT COUNT(DISTINCT Location) AS "Number of Distinct Store Locations" FROM shop;
SELECT COUNT(*) AS "Number of Documents" FROM Documents;
SELECT COUNT(*) AS document_count FROM Documents;
SELECT Document_ID, Document_Name, Document_Description FROM Documents;
SELECT Document_ID, Document_Name, Document_Description FROM Documents;
SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%';
SELECT Document_Name, Template_ID FROM Documents WHERE Document_Description LIKE '%w%';
SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV';
SELECT Document_ID, Template_ID, Document_Description FROM Documents WHERE Document_Name = 'Robbin CV';
SELECT COUNT(DISTINCT Template_ID) AS "Number of Templates" FROM Documents;
SELECT COUNT(DISTINCT Template_ID) AS "Number of Templates" FROM Documents;
SELECT COUNT(DISTINCT D.Document_ID) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID JOIN Ref_Template_Types AS RTT ON T.Template_Type_Code = RTT.Template_Type_Code WHERE RTT.Template_Type_Code = 'PPT';
SELECT COUNT(DISTINCT D.Document_ID) FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID JOIN Ref_Template_Types AS RTT ON T.Template_Type_Code = RTT.Template_Type_Code WHERE RTT.Template_Type_Description = 'Presentation';
SELECT T.Template_ID, COUNT(D.Document_ID) AS Number_of_Documents FROM Templates AS T LEFT JOIN Documents AS D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID;
SELECT Template_ID, COUNT(*) AS UsageCount FROM Documents GROUP BY Template_ID;
SELECT T.Template_ID, T.Template_Type_Code FROM Templates AS T JOIN Documents AS D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID, T.Template_Type_Code ORDER BY COUNT(D.Document_ID) DESC LIMIT 1;
SELECT T.Template_ID, T.Template_Type_Code FROM Templates AS T JOIN Documents AS D ON T.Template_ID = D.Template_ID GROUP BY T.Template_ID, T.Template_Type_Code ORDER BY COUNT(D.Document_ID) DESC LIMIT 1;
SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(DISTINCT Document_ID) > 1;
SELECT Template_ID FROM Documents GROUP BY Template_ID HAVING COUNT(DISTINCT Document_ID) > 1;
SELECT Template_ID FROM Templates EXCEPT SELECT Template_ID FROM Documents;
SELECT Template_ID FROM Templates WHERE Template_ID NOT IN (SELECT DISTINCT Template_ID FROM Documents);
SELECT COUNT(*) FROM Templates;
SELECT COUNT(*) AS "Number of Templates" FROM Templates;
SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates;
SELECT Template_ID, Version_Number, Template_Type_Code FROM Templates;
SELECT DISTINCT Template_Type_Code FROM Templates;
SELECT DISTINCT Template_Type_Code FROM Ref_Template_Types;
SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'PP' OR Template_Type_Code = 'PPT';
SELECT Template_ID FROM Templates WHERE Template_Type_Code = 'PP' OR Template_Type_Code = 'PPT';
SELECT COUNT(*) FROM Templates WHERE Template_Type_Code = 'CV';
SELECT COUNT(*) FROM Templates AS T JOIN Ref_Template_Types AS RTT ON T.Template_Type_Code = RTT.Template_Type_Code WHERE RTT.Template_Type_Description = 'CV';
SELECT T.Version_Number, T.Template_Type_Code FROM Templates AS T WHERE T.Version_Number > 5;
SELECT Version_Number, Template_Type_Code FROM Templates WHERE Version_Number > 5;
SELECT rtt.Template_Type_Code, COUNT(t.Template_ID) AS Number_of_Templates FROM Ref_Template_Types rtt JOIN Templates t ON rtt.Template_Type_Code = t.Template_Type_Code GROUP BY rtt.Template_Type_Code;
SELECT rtt.Template_Type_Code, COUNT(t.Template_ID) AS TemplateCount FROM Ref_Template_Types rtt JOIN Templates t ON rtt.Template_Type_Code = t.Template_Type_Code GROUP BY rtt.Template_Type_Code ORDER BY rtt.Template_Type_Code;
SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1;
SELECT Template_Type_Code FROM Templates GROUP BY Template_Type_Code ORDER BY COUNT(*) DESC LIMIT 1;
SELECT `Template_Type_Code` FROM `Ref_Template_Types` WHERE `Template_Type_Code` IN ( SELECT `Template_Type_Code` FROM `Templates` GROUP BY `Template_Type_Code` HAVING COUNT(*) < 3 );
SELECT `Template_Type_Code` FROM `Ref_Template_Types` WHERE `Template_Type_Code` IN ( SELECT `Template_Type_Code` FROM `Templates` GROUP BY `Template_Type_Code` HAVING COUNT(*) < 3 );
SELECT MIN(Version_Number), Template_Type_Code FROM Templates;
SELECT MIN(Version_Number), Template_Type_Code FROM Templates GROUP BY Template_Type_Code;
SELECT T.Template_Type_Code FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID WHERE D.Document_Name = 'Data base';
SELECT T.Template_Type_Code FROM Templates AS T JOIN Documents AS D ON T.Template_ID = D.Template_ID WHERE D.Document_Name = 'Data base';
SELECT D.Document_Name FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID JOIN Ref_Template_Types AS RTT ON T.Template_Type_Code = RTT.Template_Type_Code WHERE RTT.Template_Type_Code = 'BK';
SELECT D.Document_Name FROM Documents AS D JOIN Templates AS T ON D.Template_ID = T.Template_ID JOIN Ref_Template_Types AS RTT ON T.Template_Type_Code = RTT.Template_Type_Code WHERE RTT.Template_Type_Code = 'BK';
SELECT rtt.Template_Type_Code, COUNT(DISTINCT d.Document_ID) AS Number_of_Documents FROM Ref_Template_Types rtt JOIN Templates t ON rtt.Template_Type_Code = t.Template_Type_Code JOIN Documents d ON t.Template_ID = d.Template_ID GROUP BY rtt.Template_Type_Code ORDER BY rtt.Template_Type_Code;
SELECT rtt.Template_Type_Code, rtt.Template_Type_Description, COUNT(DISTINCT d.Document_ID) AS DocumentCount FROM Ref_Template_Types rtt JOIN Templates t ON rtt.Template_Type_Code = t.Template_Type_Code JOIN Documents d ON t.Template_ID = d.Template_ID GROUP BY rtt.Template_Type_Code, rtt.Template_Type_Description ORDER BY rtt.Template_Type_Code;
SELECT rtt.Template_Type_Code FROM Ref_Template_Types AS rtt JOIN Templates AS t ON rtt.Template_Type_Code = t.Template_Type_Code JOIN Documents AS d ON t.Template_ID = d.Template_ID GROUP BY rtt.Template_Type_Code ORDER BY COUNT(d.Document_ID) DESC LIMIT 1;
SELECT T.`Template_Type_Code` FROM Ref_Template_Types AS T JOIN Templates AS TE ON T.`Template_Type_Code` = TE.`Template_Type_Code` JOIN Documents AS D ON TE.`Template_ID` = D.`Template_ID` GROUP BY T.`Template_Type_Code` ORDER BY COUNT(D.`Document_ID`) DESC LIMIT 1;
SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Code NOT IN ( SELECT DISTINCT T.Template_Type_Code FROM Templates AS T JOIN Documents AS D ON T.Template_ID = D.Template_ID );
SELECT DISTINCT `Template_Type_Code` FROM `Ref_Template_Types` WHERE `Template_Type_Code` NOT IN ( SELECT DISTINCT `Template_Type_Code` FROM `Templates` WHERE `Template_ID` IN ( SELECT DISTINCT `Template_ID` FROM `Documents` ) );
SELECT Template_Type_Code, Template_Type_Description FROM Ref_Template_Types;
SELECT Template_Type_Code, Template_Type_Description FROM Ref_Template_Types;
SELECT `Ref_Template_Types`.`Template_Type_Description` FROM `Ref_Template_Types` WHERE `Ref_Template_Types`.`Template_Type_Code` = 'AD';
SELECT Template_Type_Description FROM Ref_Template_Types WHERE Template_Type_Code = 'AD';
SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Book';
SELECT Template_Type_Code FROM Ref_Template_Types WHERE Template_Type_Description = 'Book';
SELECT DISTINCT T2.Template_Type_Description FROM Documents AS T1 JOIN Templates AS T2 ON T1.Template_ID = T2.Template_ID JOIN Ref_Template_Types AS T3 ON T2.Template_Type_Code = T3.Template_Type_Code;
SELECT DISTINCT T.Template_Type_Description FROM Ref_Template_Types AS T JOIN Templates AS TE ON T.Template_Type_Code = TE.Template_Type_Code JOIN Documents AS D ON TE.Template_ID = D.Template_ID;
SELECT T.Template_ID FROM Templates AS T JOIN Ref_Template_Types AS RTT ON T.Template_Type_Code = RTT.Template_Type_Code WHERE RTT.Template_Type_Description = 'Presentation';
SELECT Template_ID FROM Templates JOIN Ref_Template_Types ON Templates.Template_Type_Code = Ref_Template_Types.Template_Type_Code WHERE Ref_Template_Types.Template_Type_Description = 'Presentation';
SELECT COUNT(*) AS TotalParagraphs FROM Paragraphs;
SELECT COUNT(*) AS ParagraphCount FROM Paragraphs;
SELECT COUNT(*) FROM Paragraphs JOIN Documents ON Paragraphs.Document_ID = Documents.Document_ID WHERE Documents.Document_Name = 'Summer Show';
SELECT COUNT(*) FROM Paragraphs JOIN Documents ON Paragraphs.Document_ID = Documents.Document_ID WHERE Documents.Document_Name = 'Summer Show';
SELECT * FROM Paragraphs WHERE Paragraph_Text = 'Korea';
SELECT * FROM Paragraphs WHERE Paragraph_Text = 'Korea ';
SELECT Paragraph_ID, Paragraph_Text FROM Paragraphs WHERE Document_ID IN (SELECT Document_ID FROM Documents WHERE Document_Name = 'Welcome to NY');
SELECT P.Paragraph_ID, P.Paragraph_Text FROM Paragraphs AS P JOIN Documents AS D ON P.Document_ID = D.Document_ID WHERE D.Document_Name = 'Welcome to NY';
SELECT Paragraph_Text FROM Paragraphs JOIN Documents ON Paragraphs.Document_ID = Documents.Document_ID WHERE Documents.Document_Name = 'Customer reviews';
SELECT Paragraph_Text FROM Paragraphs JOIN Documents ON Paragraphs.Document_ID = Documents.Document_ID WHERE Documents.Document_Name = 'Customer reviews';
SELECT d.Document_ID, COUNT(p.Paragraph_ID) AS Paragraph_Count FROM Documents AS d LEFT JOIN Paragraphs AS p ON d.Document_ID = p.Document_ID GROUP BY d.Document_ID ORDER BY d.Document_ID;
SELECT Document_ID, COUNT(Paragraph_ID) AS Paragraph_Count FROM Paragraphs GROUP BY Document_ID ORDER BY Document_ID;
SELECT d.Document_ID, d.Document_Name, COUNT(p.Paragraph_ID) AS ParagraphCount FROM Documents AS d LEFT JOIN Paragraphs AS p ON d.Document_ID = p.Document_ID GROUP BY d.Document_ID, d.Document_Name ORDER BY d.Document_ID;
SELECT d.Document_ID, d.Document_Name, COUNT(p.Paragraph_ID) AS Paragraph_Count FROM Documents AS d LEFT JOIN Paragraphs AS p ON d.Document_ID = p.Document_ID GROUP BY d.Document_ID, d.Document_Name ORDER BY d.Document_ID;
SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2;
SELECT Document_ID FROM Paragraphs GROUP BY Document_ID HAVING COUNT(*) >= 2;
SELECT d.Document_ID, d.Document_Name FROM Documents AS d JOIN Paragraphs AS p ON d.Document_ID = p.Document_ID GROUP BY d.Document_ID, d.Document_Name ORDER BY COUNT(p.Paragraph_ID) DESC LIMIT 1;
SELECT D.Document_ID, D.Document_Name FROM Documents AS D JOIN Paragraphs AS P ON D.Document_ID = P.Document_ID GROUP BY D.Document_ID ORDER BY COUNT(P.Paragraph_ID) DESC LIMIT 1;
SELECT Document_ID FROM Documents GROUP BY Document_ID ORDER BY COUNT(Paragraph_ID) ASC LIMIT 1;
SELECT Document_ID FROM Documents GROUP BY Document_ID ORDER BY COUNT(Paragraph_ID) ASC LIMIT 1;
